player,nation_stats_standard,squad,age_stats_standard,born_stats_standard,playing_time_90s_stats_standard,position_2_stats_standard,position_stats_standard,standard_gls_stats_shooting,standard_sh_stats_shooting,standard_sot_stats_shooting,standard_sot%_stats_shooting,standard_sh_90_stats_shooting,standard_sot_90_stats_shooting,total_cmp_stats_passing,total_att_stats_passing,total_cmp%_stats_passing,short_cmp_stats_passing,short_att_stats_passing,short_cmp%_stats_passing,medium_cmp_stats_passing,medium_att_stats_passing,medium_cmp%_stats_passing,long_cmp_stats_passing,long_att_stats_passing,long_cmp%_stats_passing,ast_stats_passing,1_3_stats_passing,ppa_stats_passing,prgp_stats_passing,pass_types_tb_stats_passing_types,pass_types_sw_stats_passing_types,pass_types_crs_stats_passing_types,outcomes_cmp_stats_passing_types,outcomes_blocks_stats_passing_types,sca_sca_stats_gca,gca_gca_stats_gca,tackles_tkl_stats_defense,tackles_tklw_stats_defense,tackles_def_3rd_stats_defense,tackles_mid_3rd_stats_defense,tackles_att_3rd_stats_defense,blocks_blocks_stats_defense,blocks_sh_stats_defense,blocks_pass_stats_defense,int_stats_defense,clr_stats_defense,err_stats_defense,touches_touches_stats_possession,touches_mid_3rd_stats_possession,touches_att_3rd_stats_possession,touches_att_pen_stats_possession,take_ons_att_stats_possession,take_ons_succ_stats_possession,take_ons_succ%_stats_possession,carries_carries_stats_possession,carries_prgc_stats_possession,carries_1_3_stats_possession,carries_cpa_stats_possession,carries_mis_stats_possession,carries_dis_stats_possession,receiving_rec_stats_possession,receiving_prgr_stats_possession,playing_time_90s_stats_playing_time,playing_time_mp_stats_playing_time,playing_time_min_stats_playing_time,performance_off_stats_misc,performance_crs_stats_misc,performance_int_stats_misc,performance_tklw_stats_misc,performance_recov_stats_misc,aerial_duels_won_stats_misc,aerial_duels_lost_stats_misc,aerial_duels_won%_stats_misc
Brenden Aaronson,USA,Leeds United,24,2000,16.1,,Midfielder,4,39,10,25.6,2.42,0.62,493,616,80.0,293,341,85.9,149,178,83.7,18,34,52.9,1,33,20,64,7,0,37,493,17,64,5,29,14,10,16,3,14,0,14,2,3,0,827,358,413,73,58,27,46.6,523,32,30,18,37,61,625,111,16.1,19,1452,3,37,2,14,59,11,27,28.9
Azeem Abdulai,SCO,Swansea City,22,2002,3.8,Midfielder,Forward,1,2,1,50.0,0.53,0.27,91,132,68.9,56,69,81.2,26,36,72.2,8,15,53.3,0,2,4,10,0,1,17,91,7,4,0,8,4,2,3,3,4,0,4,2,3,0,183,57,107,13,11,8,72.7,119,7,8,1,17,4,132,49,0,0,0,0,17,2,4,12,6,18,25.0
Ebou Adams,GAM,Derby County,28,1996,16.4,,Midfielder,2,26,3,11.5,1.58,0.18,320,448,71.4,124,161,77.0,149,192,77.6,39,65,60.0,0,34,6,39,0,5,9,320,13,19,1,75,49,24,43,8,28,6,22,27,30,0,682,401,140,32,17,9,52.9,255,8,9,2,27,13,290,17,3.8,14,339,0,9,27,49,86,33,12,73.3
Elijah Adebayo,ENG,Luton Town,26,1998,15.0,,Forward,4,41,19,46.3,2.73,1.26,116,160,72.5,75,91,82.4,33,44,75.0,2,3,66.7,0,5,6,12,0,0,5,116,7,29,3,8,7,5,0,3,19,4,15,4,21,0,373,99,237,90,45,13,28.9,220,16,15,13,44,26,244,66,16.4,18,1477,14,5,4,7,35,33,46,41.8
Enock Agyei,BEL,Burnley,19,2005,0.6,Midfielder,Forward,0,2,0,0.0,3.10,0.00,22,29,75.9,11,11,100.0,8,11,72.7,2,4,50.0,0,3,2,5,1,1,3,22,1,1,0,4,0,3,1,0,1,0,1,0,0,0,44,17,22,4,5,2,40.0,28,8,3,3,2,1,31,12,15.0,19,1354,0,3,0,0,2,1,3,25.0
Anel Ahmedhodžić,BIH,Sheffield Utd,25,1999,13.5,,Defender,0,3,0,0.0,0.22,0.00,706,764,92.4,270,280,96.4,382,397,96.2,48,78,61.5,1,35,1,37,0,0,3,706,2,5,0,18,13,11,7,0,7,5,2,12,55,0,882,372,35,5,8,3,37.5,531,17,12,2,9,5,647,2,0.6,3,58,0,3,12,13,50,18,15,54.5
Semi Ajayi,NGA,West Brom,31,1993,11.8,,Defender,0,3,1,33.3,0.25,0.08,617,721,85.6,169,195,86.7,381,409,93.2,64,101,63.4,0,56,1,45,1,6,1,617,5,8,0,10,4,7,3,0,5,3,2,10,39,0,801,389,27,7,2,1,50.0,475,7,9,0,5,4,579,1,13.5,14,1212,0,1,10,4,35,27,17,61.4
Milan Aleksić,SRB,Sunderland,19,2005,0.4,,Midfielder,0,1,1,100.0,2.73,2.73,4,6,66.7,3,3,100.0,0,0,0,1,2,50.0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,16,7,2,1,2,0,0.0,9,2,0,1,2,1,9,1,11.8,12,1060,0,0,1,0,3,0,0,0
Ajibola Alese,ENG,Sunderland,23,2001,5.3,,Defender,0,2,1,50.0,0.38,0.19,196,236,83.1,69,74,93.2,100,110,90.9,23,41,56.1,0,16,4,18,0,0,6,196,5,4,0,8,3,5,2,1,8,3,5,3,23,0,287,109,44,8,1,0,0.0,131,1,1,1,2,3,164,10,0.4,1,33,1,6,3,3,16,4,6,40.0
Jamie Allen,ENG,Coventry City,29,1995,1.4,,Midfielder,0,1,0,0.0,0.71,0.00,47,55,85.5,13,15,86.7,27,29,93.1,6,10,60.0,0,10,1,4,0,1,0,47,0,2,0,3,2,2,1,0,4,1,3,0,3,0,70,41,13,0,0,0,0,32,0,1,0,3,0,48,2,5.3,7,475,0,0,0,2,5,1,1,50.0
Joe Allen,WAL,Swansea City,34,1990,4.3,,Midfielder,0,4,2,50.0,0.94,0.47,178,208,85.6,84,96,87.5,77,86,89.5,13,19,68.4,0,11,1,21,1,0,11,178,2,10,0,8,4,4,1,3,3,1,2,1,4,0,239,119,84,6,4,2,50.0,130,4,3,0,3,6,166,12,1.4,3,126,0,11,1,4,18,3,6,33.3
Jak Alnwick,ENG,Cardiff City,31,1993,14.0,,Goalkeeper,0,0,0,0,0.00,0.00,331,451,73.4,59,59,100.0,173,177,97.7,98,213,46.0,0,7,1,0,0,0,0,331,0,4,0,1,1,1,0,0,0,0,0,0,10,1,496,8,0,0,0,0,0,262,0,0,0,0,0,236,0,4.3,14,384,0,0,0,1,15,3,2,60.0
Steven Alzate,COL,Hull City,26,1998,0.7,,Midfielder,0,0,0,0,0.00,0.00,30,32,93.8,16,18,88.9,10,10,100.0,4,4,100.0,0,4,0,4,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,34,20,10,1,1,1,100.0,27,1,0,1,0,3,31,0,14.0,14,1260,0,0,1,0,4,0,0,0
Zeki Amdouni,SUI,Burnley,24,2000,0.4,,Midfielder,1,1,1,100.0,2.57,2.57,16,19,84.2,7,9,77.8,8,9,88.9,1,1,100.0,0,0,0,2,0,0,0,16,0,1,1,1,1,0,0,1,3,0,3,0,1,0,29,19,7,1,3,1,33.3,18,1,3,0,2,0,20,1,0.7,3,66,0,0,0,1,3,0,0,0
Ethan Ampadu,WAL,Leeds United,24,2000,6.2,,Midfielder,0,8,2,25.0,1.29,0.32,378,442,85.5,173,185,93.5,177,196,90.3,22,47,46.8,0,40,4,20,3,1,3,378,2,13,1,18,10,4,9,5,6,3,3,6,9,0,505,331,68,4,4,3,75.0,277,6,6,0,9,0,353,4,0.4,2,35,0,3,6,10,30,12,5,70.6
Lucas Andersen,DEN,QPR,30,1994,7.5,Forward,Midfielder,1,14,4,28.6,1.87,0.53,210,299,70.2,103,119,86.6,68,103,66.0,32,64,50.0,0,8,9,26,0,4,53,210,3,28,1,16,9,4,8,4,8,2,6,6,5,0,381,124,207,30,13,5,38.5,207,13,13,5,13,14,224,52,6.2,7,557,3,53,6,9,25,3,1,75.0
Ryan Andrews,ENG,Watford,20,2004,12.3,Midfielder,Defender,3,20,7,35.0,1.62,0.57,305,485,62.9,155,196,79.1,114,182,62.6,27,79,34.2,1,26,8,32,1,4,27,305,17,24,4,18,13,8,9,1,10,0,10,11,33,0,603,255,193,21,8,5,62.5,315,25,12,10,16,10,348,63,7.5,18,673,0,27,11,13,43,11,19,36.7
Jaidon Anthony,ENG,Burnley,25,1999,14.7,,Forward,2,35,8,22.9,2.38,0.54,390,550,70.9,210,242,86.8,126,181,69.6,35,81,43.2,2,25,18,57,2,12,94,390,17,62,6,15,10,5,8,2,25,2,23,9,18,0,737,270,389,65,45,19,42.2,426,67,33,30,37,18,510,142,0,0,0,8,94,9,10,52,5,17,22.7
Adil Aouchiche,FRA,Sunderland,22,2002,0.2,Forward,Midfielder,0,0,0,0,0.00,0.00,11,12,91.7,6,6,100.0,5,6,83.3,0,0,0,0,1,0,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,11,3,0,1,0,0.0,7,0,1,0,0,0,13,1,0,0,0,0,1,0,0,1,0,0,0
Oliver Arblaster,ENG,Sheffield Utd,20,2004,10.9,,Midfielder,2,10,3,30.0,0.92,0.28,510,599,85.1,219,248,88.3,241,260,92.7,40,61,65.6,1,56,11,84,1,0,18,510,14,36,2,12,7,4,6,2,7,4,3,9,25,0,710,410,166,21,22,13,59.1,368,14,9,6,17,14,502,19,0,0,0,0,18,9,7,63,8,11,42.1
Jordan Archer,SCO,Portsmouth,31,1993,1.7,,Goalkeeper,0,0,0,0,0.00,0.00,35,57,61.4,9,9,100.0,18,20,90.0,8,28,28.6,0,1,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,0,0,0,0,32,0,0,0,0,0,28,0,12.3,16,1109,0,0,0,0,5,0,0,0
Sinclair Armstrong,IRL,Bristol City,21,2003,8.1,,Forward,3,22,13,59.1,2.70,1.60,70,95,73.7,33,46,71.7,33,40,82.5,3,4,75.0,0,3,2,9,0,0,2,70,1,10,1,2,0,0,1,1,0,0,0,2,0,0,172,54,118,37,11,1,9.1,119,18,10,11,25,2,136,63,14.7,16,1323,8,2,2,0,12,2,27,6.9
Harrison Ashby,SCO,QPR,23,2001,7.1,Midfielder,Defender,0,8,1,12.5,1.13,0.14,163,226,72.1,73,85,85.9,62,81,76.5,23,48,47.9,0,17,4,19,1,1,9,163,5,10,0,28,17,16,12,0,10,2,8,4,31,0,341,141,55,6,15,5,33.3,123,6,2,1,12,4,147,15,0,0,0,1,9,4,17,20,3,5,37.5
Cian Ashford,WAL,Cardiff City,20,2004,0.8,Midfielder,Forward,0,1,0,0.0,1.30,0.00,8,17,47.1,3,4,75.0,3,5,60.0,0,2,0.0,0,0,1,2,0,0,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,16,0,4,1,25.0,15,1,0,0,1,1,17,5,0.2,2,20,0,4,0,0,1,1,0,100.0
Luke Ayling,ENG,Middlesbrough,33,1991,15.6,,Defender,0,12,0,0.0,0.77,0.00,998,1193,83.7,464,505,91.9,451,508,88.8,76,150,50.7,2,94,17,112,2,6,46,998,18,42,6,42,30,21,18,3,27,8,19,18,22,0,1347,630,316,23,15,6,40.0,706,27,24,1,12,10,883,52,10.9,12,978,1,46,18,30,82,26,32,44.8
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Finn Azaz,IRL,Middlesbrough,24,2000,15.9,Forward,Midfielder,6,52,22,42.3,3.27,1.38,446,655,68.1,216,262,82.4,152,213,71.4,55,122,45.1,7,55,34,92,9,3,100,446,21,87,12,12,8,2,7,3,11,1,10,5,8,0,798,338,386,67,28,14,50.0,456,39,19,15,25,25,586,110,1.7,2,150,1,100,5,8,56,0,10,0.0
Femi Azeez,ENG,Millwall,23,2001,7.0,,Forward,1,17,8,47.1,2.41,1.14,95,185,51.4,61,88,69.3,23,50,46.0,5,26,19.2,2,7,12,20,0,0,34,95,11,17,2,17,9,7,5,5,8,0,8,3,15,0,298,106,151,29,18,4,22.2,147,31,16,9,18,9,178,52,8.1,17,732,4,34,3,9,34,19,28,40.4
Kwadwo Baah,ENG,Watford,21,2003,8.6,Midfielder,Forward,2,13,6,46.2,1.52,0.70,62,120,51.7,37,63,58.7,17,31,54.8,5,7,71.4,1,4,4,6,0,0,14,62,11,15,6,9,8,7,2,0,5,1,4,2,3,0,249,75,150,53,55,25,45.5,166,40,7,33,27,18,181,57,0,0,0,7,14,2,8,21,8,13,38.1
Daniel Bachmann,AUT,Watford,30,1994,14.1,,Goalkeeper,0,0,0,0,0.00,0.00,300,459,65.4,93,93,100.0,122,128,95.3,84,233,36.1,0,5,1,0,0,0,0,300,0,2,0,0,0,0,0,0,0,0,0,0,5,4,491,9,0,0,0,0,0,251,0,0,0,0,0,194,0,7.1,11,639,0,0,0,0,14,3,0,100.0
Joel Bagan,IRL,Cardiff City,24,2000,5.2,,Defender,0,0,0,0,0.00,0.00,164,224,73.2,73,83,88.0,74,96,77.1,16,39,41.0,0,7,1,9,0,1,6,164,3,4,0,12,10,7,5,0,4,3,1,7,17,0,270,126,32,1,4,3,75.0,130,3,2,1,1,1,140,7,0.8,4,69,0,6,7,10,22,2,12,14.3
Lewis Baker,ENG,Stoke City,29,1995,0.3,,Midfielder,1,2,1,50.0,7.50,3.75,7,13,53.8,3,4,75.0,3,4,75.0,1,5,20.0,0,2,0,3,0,0,4,7,0,2,1,1,1,0,1,0,0,0,0,0,0,0,15,8,7,1,0,0,0,7,1,1,0,0,0,7,4,0,0,0,0,4,0,1,1,0,1,0.0
Lewis Baker,ENG,Blackburn,29,1995,2.9,Midfielder,Forward,1,5,2,40.0,1.70,0.68,77,94,81.9,40,42,95.2,29,35,82.9,5,10,50.0,0,7,0,5,1,1,3,77,1,3,0,4,1,2,2,0,7,1,6,4,6,0,127,69,28,5,2,1,50.0,71,6,3,2,4,3,71,6,15.6,17,1406,0,3,4,1,15,2,1,66.7
Daniel Ballard,NIR,Sunderland,25,1999,6.2,,Defender,0,7,1,14.3,1.14,0.16,280,322,87.0,71,84,84.5,188,199,94.5,19,33,57.6,0,18,1,21,0,1,0,280,1,6,0,8,5,6,2,0,4,2,2,3,33,0,389,168,25,14,1,0,0.0,204,3,1,0,4,2,252,3,15.9,18,1431,1,0,3,5,15,32,11,74.4
Patrick Bamford,ENG,Leeds United,31,1993,0.9,,Forward,0,4,0,0.0,4.34,0.00,11,19,57.9,7,10,70.0,2,4,50.0,0,1,0.0,0,0,0,0,0,0,3,11,1,1,0,0,0,0,0,0,0,0,0,2,1,0,39,18,20,5,4,1,25.0,20,1,1,0,4,1,26,9,7.0,15,634,1,3,2,0,2,3,2,60.0
Barry Bannan,SCO,Sheffield Weds,35,1989,17.3,,Midfielder,3,23,3,13.0,1.33,0.17,710,963,73.7,301,342,88.0,274,333,82.3,117,246,47.6,1,84,31,132,4,8,90,710,9,73,4,27,16,12,10,5,17,8,9,11,32,0,1104,591,276,12,18,11,61.1,510,12,15,0,13,12,653,20,0,0,0,0,90,11,16,93,6,9,40.0
Shandon Baptiste,GRN,Luton Town,26,1998,7.0,,Midfielder,0,4,1,25.0,0.57,0.14,244,312,78.2,101,120,84.2,107,126,84.9,24,46,52.2,0,26,11,31,3,3,28,244,7,22,1,10,5,6,4,0,12,4,8,12,12,0,385,182,116,12,11,3,27.3,196,6,4,2,6,8,232,14,8.6,16,770,1,28,12,5,35,5,5,50.0
Tom Barkhuizen,ENG,Derby County,31,1993,2.1,Midfielder,Forward,0,2,1,50.0,0.96,0.48,53,74,71.6,34,39,87.2,14,21,66.7,2,5,40.0,0,1,2,4,0,0,4,53,1,6,1,3,1,2,0,1,1,0,1,2,2,0,102,32,56,5,5,2,40.0,63,5,5,0,7,5,70,15,14.1,15,1272,0,4,2,1,13,5,2,71.4
Daniel Barlaser,TUR,Middlesbrough,27,1997,5.8,,Midfielder,1,4,1,25.0,0.69,0.17,408,477,85.5,183,197,92.9,181,204,88.7,39,66,59.1,1,39,11,50,5,4,32,408,4,30,2,7,4,1,3,3,5,0,5,4,3,0,511,280,147,3,3,1,33.3,269,5,8,1,2,2,388,8,5.2,10,466,2,32,4,4,25,1,3,25.0
Ashley Barnes,ENG,Norwich City,35,1989,0.6,Forward,Midfielder,0,1,0,0.0,1.61,0.00,10,13,76.9,7,8,87.5,1,2,50.0,1,1,100.0,0,0,0,2,0,0,0,10,0,0,0,1,0,0,1,0,1,0,1,1,1,0,22,12,8,2,1,1,100.0,10,0,1,0,3,2,10,1,0,0,0,1,0,1,0,2,0,0,0
Kyle Bartley,ENG,West Brom,33,1991,12.5,,Defender,0,11,2,18.2,0.88,0.16,721,815,88.5,273,289,94.5,382,416,91.8,54,88,61.4,0,34,0,28,1,9,0,721,2,8,1,9,6,7,2,0,15,14,1,14,65,1,951,380,29,21,1,1,100.0,542,2,3,0,12,0,639,0,0.3,2,24,0,0,14,6,34,39,16,70.9
Norman Bassette,BEL,Coventry City,20,2004,4.6,,Forward,1,9,5,55.6,1.97,1.09,22,36,61.1,16,23,69.6,5,9,55.6,0,0,0,0,2,1,1,0,0,3,22,0,5,0,1,1,0,0,1,4,0,4,0,4,0,76,21,50,22,5,1,20.0,52,3,6,4,10,9,55,19,2.9,8,265,3,3,0,1,5,7,16,30.4
Danny Batth,ENG,Blackburn,34,1990,12.4,,Defender,1,7,3,42.9,0.56,0.24,545,664,82.1,155,181,85.6,320,354,90.4,63,110,57.3,0,20,0,19,0,8,0,545,3,3,0,14,10,9,5,0,15,11,4,14,61,1,795,247,23,16,1,0,0.0,425,1,2,0,3,2,524,3,0,0,0,0,0,14,10,24,41,20,67.2
James Beadle,ENG,Sheffield Weds,20,2004,19.0,,Goalkeeper,0,0,0,0,0.00,0.00,508,725,70.1,94,95,98.9,276,277,99.6,137,348,39.4,0,10,1,0,0,1,0,508,0,3,0,0,0,0,0,0,0,0,0,0,14,1,773,5,0,0,1,1,100.0,418,0,0,0,0,0,418,0,6.2,9,554,0,0,0,0,24,6,0,100.0
Owen Beck,WAL,Blackburn,22,2002,9.2,Forward,Defender,0,2,1,50.0,0.22,0.11,256,357,71.7,139,155,89.7,95,137,69.3,11,41,26.8,0,9,8,13,1,1,25,256,8,13,1,29,15,16,13,0,17,4,13,12,36,0,492,198,105,12,21,9,42.9,194,11,5,5,14,9,227,24,0.9,7,83,3,25,12,15,38,7,11,38.9
Chris Bedia,CIV,Hull City,28,1996,9.4,,Forward,2,18,6,33.3,1.91,0.64,66,77,85.7,41,45,91.1,21,24,87.5,2,2,100.0,0,3,3,7,0,0,0,66,1,15,0,8,4,1,5,2,6,1,5,0,9,0,165,70,82,40,17,7,41.2,81,6,4,4,20,8,97,29,17.3,18,1561,3,0,0,4,12,11,20,35.5
Amari'i Bell,JAM,Luton Town,30,1994,9.2,,Defender,0,1,0,0.0,0.11,0.00,266,354,75.1,125,138,90.6,115,142,81.0,21,58,36.2,0,25,5,40,1,1,2,266,8,6,0,12,7,7,4,1,5,3,2,14,31,0,442,218,41,0,9,4,44.4,235,9,6,0,6,4,234,4,0,0,0,1,2,14,7,48,12,7,63.2
Sam Bell,ENG,Bristol City,22,2002,0.4,,Forward,0,1,0,0.0,2.73,0.00,9,15,60.0,6,9,66.7,2,3,66.7,0,1,0.0,0,0,0,0,0,0,1,9,1,1,0,1,0,0,1,0,0,0,0,0,0,0,19,7,12,1,0,0,0,11,0,0,0,2,1,14,8,7.0,11,632,0,1,0,0,2,2,0,100.0
Jobe Bellingham,ENG,Sunderland,19,2005,15.6,,Midfielder,2,24,5,20.8,1.54,0.32,516,603,85.6,218,257,84.8,242,270,89.6,45,54,83.3,2,43,9,61,2,2,4,516,7,40,2,37,24,18,12,7,24,5,19,13,35,0,815,441,220,30,19,10,52.6,436,16,13,2,31,28,558,49,2.1,7,187,0,4,13,24,87,28,30,48.3
Bachir Belloumi,ALG,Hull City,22,2002,9.1,Midfielder,Forward,2,25,11,44.0,2.76,1.21,216,342,63.2,117,146,80.1,70,111,63.1,23,60,38.3,2,15,26,42,3,2,58,216,9,39,5,13,7,4,7,2,9,0,9,9,11,1,457,151,285,37,31,15,48.4,271,36,20,17,18,9,303,99,5.8,11,523,11,58,9,7,30,9,12,42.9
Anis Ben Slimane,TUN,Norwich City,23,2001,8.3,,Midfielder,1,7,1,14.3,0.85,0.12,404,459,88.0,209,223,93.7,164,185,88.6,19,26,73.1,0,19,14,35,6,4,5,404,11,15,3,20,12,9,8,3,8,2,6,3,11,1,549,290,125,11,14,8,57.1,367,7,11,1,17,12,424,29,0.6,3,56,0,5,3,12,49,4,8,33.3
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Anis Ben Slimane,TUN,Sheffield Utd,23,2001,0.5,,Midfielder,0,0,0,0,0.00,0.00,22,27,81.5,16,19,84.2,6,7,85.7,0,0,0,0,1,1,2,0,0,0,22,0,2,0,2,0,1,1,0,0,0,0,0,0,0,33,12,17,2,2,0,0.0,21,3,3,0,0,0,26,6,12.5,13,1125,0,0,0,0,1,0,2,0.0
Joe Bennett,ENG,Oxford United,34,1990,3.5,,Defender,0,0,0,0,0.00,0.00,157,198,79.3,70,77,90.9,78,92,84.8,8,22,36.4,0,7,1,10,1,0,0,157,6,1,0,9,4,4,4,1,4,2,2,2,10,1,229,116,19,0,2,1,50.0,113,1,1,0,2,1,131,1,4.6,10,411,0,0,2,4,18,4,3,57.1
Daniel Bennie,AUS,QPR,18,2006,1.0,Midfielder,Forward,0,1,0,0.0,0.98,0.00,26,38,68.4,10,13,76.9,12,16,75.0,4,6,66.7,0,4,1,5,0,0,2,26,0,3,0,0,0,0,0,0,1,0,1,1,4,0,47,20,15,4,0,0,0,20,0,0,0,1,3,25,4,12.4,15,1117,0,2,1,0,3,2,4,33.3
Jóhann Berg Guðmundsson,ISL,Burnley,34,1990,0.2,,Midfielder,1,1,1,100.0,5.63,5.63,5,10,50.0,3,3,100.0,2,6,33.3,0,1,0.0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0
Di'Shon Bernard,JAM,Sheffield Weds,24,2000,16.0,,Defender,1,11,3,27.3,0.69,0.19,652,747,87.3,238,262,90.8,372,405,91.9,33,62,53.2,0,21,1,34,0,0,1,652,5,9,0,22,17,17,5,0,19,12,7,20,67,0,900,296,31,14,0,0,0,435,2,1,0,9,2,527,3,19.0,19,1710,0,1,20,17,51,47,23,67.1
Kian Best,ENG,Preston,19,2005,0.0,,Defender,0,0,0,0,0.00,0.00,2,4,50.0,1,1,100.0,1,1,100.0,0,2,0.0,0,1,0,1,0,0,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6,4,1,0,0,0,0,3,0,0,0,0,0,5,0,9.2,10,832,0,2,0,1,0,0,0,0
Florian Bianchini,FRA,Swansea City,23,2001,3.5,,Forward,2,12,6,50.0,3.41,1.70,53,80,66.3,28,38,73.7,18,25,72.0,6,10,60.0,0,3,3,5,0,0,12,53,4,6,0,11,9,5,6,0,7,1,6,1,2,0,128,54,62,18,3,0,0.0,78,5,2,2,9,5,81,29,9.4,17,849,2,12,1,9,11,6,11,35.3
Jake Bidwell,ENG,Coventry City,31,1993,7.2,,Defender,1,3,1,33.3,0.42,0.14,282,389,72.5,156,184,84.8,109,142,76.8,13,40,32.5,0,25,12,38,1,1,29,282,13,16,3,5,3,2,2,1,11,8,3,6,22,0,451,210,147,9,2,1,50.0,217,11,10,0,5,1,264,53,9.2,10,829,0,29,6,3,12,16,8,66.7
Luis Binks,ENG,Coventry City,23,2001,13.9,,Defender,0,5,2,40.0,0.36,0.14,868,1046,83.0,331,356,93.0,444,494,89.9,83,178,46.6,0,75,3,86,0,16,7,868,2,20,4,20,9,12,6,2,13,9,4,17,66,0,1177,607,69,10,0,0,0,727,25,12,0,5,2,816,6,0,0,0,0,7,17,9,50,46,27,63.0
Max Bird,ENG,Bristol City,24,2000,16.1,Forward,Midfielder,1,20,5,25.0,1.24,0.31,445,595,74.8,210,252,83.3,178,215,82.8,40,93,43.0,3,60,24,91,5,1,47,445,9,50,8,31,23,9,20,2,22,4,18,17,8,0,732,388,259,25,18,4,22.2,356,24,16,7,15,21,450,47,0.4,3,33,0,47,17,23,61,10,20,33.3
Colby Bishop,ENG,Portsmouth,28,1996,1.6,,Forward,2,4,2,50.0,2.50,1.25,24,52,46.2,15,27,55.6,8,17,47.1,1,3,33.3,1,2,2,5,0,0,2,24,1,5,3,2,1,0,2,0,3,2,1,1,2,0,73,28,39,9,0,0,0,35,0,0,0,2,2,52,8,15.6,16,1407,3,2,1,1,3,12,15,44.4
Corey Blackett-Taylor,ENG,Derby County,27,1997,2.9,Midfielder,Forward,1,8,4,50.0,2.76,1.38,34,50,68.0,16,19,84.2,13,18,72.2,1,4,25.0,0,1,2,4,0,0,8,34,4,9,1,1,1,0,0,1,1,1,0,4,1,0,95,41,49,16,18,9,50.0,64,12,6,8,8,10,71,20,9.1,10,815,1,8,4,1,13,0,2,0.0
Harvey Blair,ENG,Portsmouth,21,2003,2.2,,Forward,0,3,1,33.3,1.39,0.46,12,20,60.0,7,10,70.0,4,5,80.0,0,1,0.0,0,0,1,0,0,0,4,12,1,3,0,3,0,1,0,2,6,0,6,3,1,0,65,21,37,4,12,3,25.0,37,5,5,1,12,4,43,8,8.3,12,744,2,4,3,0,3,4,8,33.3
Eric Bocat,FRA,Stoke City,25,1999,13.5,,Defender,0,10,2,20.0,0.74,0.15,471,631,74.6,241,277,87.0,186,252,73.8,27,68,39.7,1,26,13,53,0,0,25,471,8,17,4,26,18,14,9,3,25,6,19,19,52,1,818,378,159,22,32,13,40.6,359,34,18,2,21,9,406,55,0.5,3,46,1,25,19,18,50,11,17,39.3
Jayden Bogle,ENG,Leeds United,24,2000,17.7,,Defender,2,18,5,27.8,1.02,0.28,756,962,78.6,358,412,86.9,347,422,82.2,31,79,39.2,1,61,19,83,3,0,37,756,26,44,3,43,25,24,15,4,11,1,10,11,38,0,1144,573,312,50,27,12,44.4,587,45,32,13,21,12,671,112,0,0,0,3,37,11,25,58,23,21,52.3
Jonathan Bond,ENG,Watford,31,1993,3.9,,Goalkeeper,0,0,0,0,0.00,0.00,94,126,74.6,28,28,100.0,45,45,100.0,21,53,39.6,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,2,0,135,0,0,0,0,0,0,65,0,0,0,0,0,44,0,3.5,4,314,0,0,0,0,5,2,0,100.0
